region,ae_loss,dae_loss,vae_total_loss,vae_reconstruction_loss,vae_kl_loss
AbdomenCT,0.0031622261740267277,0.0021408020984381437,24.843338012695312,21.46511459350586,6.756444931030273
BreastMRI,0.010207931511104107,0.0053171501494944096,57.03220748901367,44.42586135864258,25.212692260742188
ChestCT,0.002679006429389119,0.0024322462268173695,13.433791160583496,13.267189025878906,0.3332034647464752
CXR,0.007183504290878773,0.005031288601458073,58.18769454956055,41.742374420166016,32.89061737060547
Hand,0.008791924454271793,0.005107513163238764,61.943824768066406,45.905479431152344,32.07670211791992
HeadCT,0.011235375888645649,0.0075892792083323,71.69105529785156,58.20510482788086,26.97185707092285
